,size,isEmpty,peek_obj_type,calledMethod,pushInput,size_p,isEmpty_p,peek_obj_type_p,calledMethod_p,pushInput_p,diff,testId,instanceId
19022,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Long""",No,1596542057896:611f6029-a0a3-4153-9e61-e0548309fc3b,1596542057896:fcb0ef14-ef2c-42d7-aa5a-7d7cc55c5fdb
19050,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""","pushInput_p == ""class experiment.drivers.AlejaStackTestDriver""",No,1596542057896:611f6029-a0a3-4153-9e61-e0548309fc3b,1596542057896:7f74dfba-3ccf-4b0b-a034-d1445d0948c5
20204,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""","pushInput == ""class java.lang.Long""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""","pushInput_p == ""none""",No,1596542057886:5280310b-1032-44b4-a54a-29b7c03949b5,1596542057886:e5bd2744-bd57-4313-b3ba-1646950ce487
20205,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Long""",No,1596542057886:5280310b-1032-44b4-a54a-29b7c03949b5,1596542057886:e5bd2744-bd57-4313-b3ba-1646950ce487
20935,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","pushInput == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""","pushInput_p == ""none""",No,1596542057881:2300d61c-ef55-42c7-8521-2eb5e18ee5fa,1596542057881:e76324a3-fa8c-4f5e-8769-2bedab775391
22845,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""","pushInput_p == ""none""",No,1596542057864:63ca66c4-0a1d-4ea4-acda-9d25265af11b,1596542057864:83d62822-bd69-41de-a38d-9ab95ff730db
24249,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""pop""","pushInput_p == ""none""",No,1596542057852:d9cd738a-ac8e-47a5-b39c-de13c256592a,1596542057852:7e9a9418-7bb6-48a0-98b6-b17ec5504df0
24275,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""","pushInput == ""class java.lang.Long""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""","pushInput_p == ""class experiment.drivers.AlejaStackTestDriver""",No,1596542057852:9358afaa-d84d-4f3c-b9d3-ad1ecc5b5c51,1596542057852:f65948f3-f1fd-465c-8258-ae5f8b9acded
24276,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Long""",No,1596542057852:9358afaa-d84d-4f3c-b9d3-ad1ecc5b5c51,1596542057852:f65948f3-f1fd-465c-8258-ae5f8b9acded
24395,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""","pushInput_p == ""class experiment.drivers.AlejaStackTestDriver""",No,1596542057852:557b1ee0-eba6-4e2a-83b1-ae9caa02cb6d,1596542057852:92f70ece-d010-4c80-a951-0e75c1d06c38
24749,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Byte""",No,1596542057848:ace92cd3-db71-4909-9230-e66b10756d7e,1596542057848:8028b74c-3bfd-4dff-b2e2-33d543a16038
25873,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""","pushInput_p == ""none""",No,1596542057838:d3c8193b-7c72-4a67-9b8a-6930efb1e12b,1596542057838:a952618f-7e98-487c-9ffe-7234048111ac
25986,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""","pushInput_p == ""none""",No,1596542057838:6a634e7e-ae0f-4559-944d-b9a732c886f6,1596542057838:59bfd432-bd6d-49de-9417-a68dd8801cd1
26541,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Short""",No,1596542057833:a1336797-c7bd-4d0c-b898-747d3c1ad5fd,1596542057833:05a9606e-f91b-498d-96d7-cfdbf2ad2d6a
26607,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""","pushInput_p == ""none""",No,1596542057832:e3cb0b6d-c76c-4981-8b21-06dd4fda8108,1596542057832:32e2ff25-8b3c-4efe-8736-e11316ce969e
28208,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""","pushInput_p == ""class experiment.drivers.AlejaStackTestDriver""",No,1596542057815:8463cf7d-0d2c-4c2c-9fae-e42b4b0d22db,1596542057815:f74298dc-7311-4f7b-ab92-da4aad3bbd39
29064,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""","pushInput == ""class java.lang.Byte""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Class""",No,1596542057806:934668e7-0fcf-40ae-a422-e976cd97285b,1596542057806:202cff6b-44fc-4cca-a56c-2f0d4084a7f0
29222,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Boolean""",No,1596542057805:5db6b0e9-c49a-4b4f-bb84-11d742addb5f,1596542057805:479a3aea-b20b-475c-a9e5-0257f63416d1
29576,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Integer""",No,1596542057801:ddf304a5-adf2-430b-913b-b38db317dcff,1596542057801:d6c3bb3e-b4e3-48df-bdb4-34b71f3b10c8
29671,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Byte""",No,1596542057801:5ea77e19-7f39-4f12-9302-d4d11b1fd3db,1596542057801:11316fda-3b3f-4fd9-ab33-9225d8a39c2a
29719,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""","pushInput_p == ""class experiment.drivers.AlejaStackTestDriver""",No,1596542057801:580bbf51-b22a-4c91-8889-904e5bf12c82,1596542057801:91ff394b-4b08-43fd-bfdc-1e7b6ba8b7b1
29720,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Class""",No,1596542057801:580bbf51-b22a-4c91-8889-904e5bf12c82,1596542057801:91ff394b-4b08-43fd-bfdc-1e7b6ba8b7b1
29825,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""","pushInput_p == ""class experiment.drivers.AlejaStackTestDriver""",No,1596542057801:3033a399-7898-4870-ac46-ac689ef9a383,1596542057801:032ca651-1d66-4e51-8cc3-9843afa0a582
29826,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""","pushInput_p == ""none""",No,1596542057801:3033a399-7898-4870-ac46-ac689ef9a383,1596542057801:032ca651-1d66-4e51-8cc3-9843afa0a582
30292,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","pushInput == ""none""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Double""",No,1596542057795:4ee104a5-6ebf-4942-aea8-7448f9c973ff,1596542057795:7034d70b-52d8-41b7-91be-c88e95b82dff
30741,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Integer""",No,1596542057792:49248166-6de6-49aa-b33d-e9aaaafe4827,1596542057792:d1bc7ae6-ab67-428b-b957-344ed11504f2
30842,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""","pushInput_p == ""class experiment.drivers.AlejaStackTestDriver""",No,1596542057791:3f2deeb6-ff16-4af1-8604-6a8e5821103f,1596542057791:c9cd7565-58e2-4e64-8fa2-7ffc67b8a794
30990,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Character""","calledMethod == ""push""","pushInput == ""class java.lang.Character""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""","pushInput_p == ""none""",No,1596542057789:c3abd278-027c-46cf-a5a8-2ab50810b50f,1596542057789:7b6a4441-d700-458d-9fbf-934220edae9d
30991,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Character""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Character""",No,1596542057789:c3abd278-027c-46cf-a5a8-2ab50810b50f,1596542057789:7b6a4441-d700-458d-9fbf-934220edae9d
32395,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""push""","pushInput == ""class java.lang.Short""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","calledMethod_p == ""clear""","pushInput_p == ""none""",No,1596542057778:2fc33ce8-1ea6-45bf-88eb-b1fefbb28813,1596542057778:fb0b0c58-b57a-44b8-b8e0-36251efa954a
32828,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""","pushInput_p == ""none""",No,1596542057774:39326c86-3055-4829-8ebb-ebafc728c354,1596542057774:6d0a27e0-2d11-4512-9b71-915073057bd6
33341,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Character""","calledMethod == ""push""","pushInput == ""class java.lang.Character""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","calledMethod_p == ""clear""","pushInput_p == ""none""",No,1596542057769:8befaac6-55d0-4ba2-b5c8-0a8f07e6274e,1596542057769:6fa2f3da-733c-47f0-b0cf-90f78284d09e
34206,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","pushInput == ""none""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Boolean""",No,1596542057762:243e5866-afb4-47c6-bd2d-845d4ef76708,1596542057762:e5e2bed1-3f3c-402e-acb2-c2e55dfe3d13
35146,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Boolean""",No,1596542057751:c36e2965-e09a-47ff-8075-cd05d448f621,1596542057751:a53c7341-c5dc-43bf-a7b2-8579c408c210
35311,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Integer""",No,1596542057749:4db149f2-8158-43e2-addf-feebc1aee70b,1596542057749:acfe8af4-aa74-4122-8595-b26227f834cb
35312,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""","pushInput_p == ""class experiment.drivers.AlejaStackTestDriver""",No,1596542057749:4db149f2-8158-43e2-addf-feebc1aee70b,1596542057749:acfe8af4-aa74-4122-8595-b26227f834cb
36625,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""pop""","pushInput_p == ""none""",No,1596542057737:5d6e6d38-8d64-40c8-a6e1-5d0be024d6e9,1596542057737:61ba53ce-2861-416b-83f2-e7844d8d7e20
37158,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Byte""",No,1596542057732:ae92bb55-6ea7-4d7c-b9c3-a60f9ed44fd2,1596542057732:557d04ae-26e7-4bd9-a6ec-7ad84c1e5ca5
37530,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""pop""","pushInput_p == ""none""",No,1596542057728:cdebdad6-faaa-4a21-9e2c-20c160c9cff0,1596542057728:0cc6b7ce-f6af-47c1-964f-a74f526e3ab8
37713,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""","pushInput_p == ""none""",No,1596542057725:50571f55-39a7-4416-ae0d-cb0f77c6f3a3,1596542057725:6c7ba60c-f85d-4a1e-91d2-45b2bb39b664
37896,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Long""",No,1596542057722:d6a14d4d-c57d-440f-8218-a52bfd146253,1596542057722:e28c398c-a6e5-4ca4-8402-d59f49836742
38324,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Byte""",No,1596542057716:2bd42bac-a8be-4b2f-b2bc-863ca5b62851,1596542057716:9fba77fa-03e6-4e95-ae0b-3b58750c21a5
40407,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Character""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Character""",No,1596542057691:ee84e97c-dc65-48f9-858c-8414e7704fa4,1596542057691:b24b417b-1d35-4b11-ad52-0e132005f6c5
40495,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Byte""",No,1596542057690:eded6203-6c23-4e95-96ed-8b971c5c7a2e,1596542057690:adabe94b-da80-4ce2-af02-7da054c1263a
41259,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""pop""","pushInput_p == ""none""",No,1596542057682:b971daf3-c518-477c-a437-22bdabd447c4,1596542057682:016119ad-bf8e-4888-b285-7799662e92c9
43364,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""pop""","pushInput_p == ""none""",No,1596542057664:06100888-34a9-4eba-a9fd-3bc8b11e140a,1596542057664:de8b3c1d-4182-411f-8043-81d66585bad5
43750,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Class""",No,1596542057660:3395a2ea-cace-4879-9534-02934276fc07,1596542057660:acbd3620-8305-4f09-9662-6a123fd84f76
45100,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""","pushInput == ""class java.lang.Long""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Class""",No,1596542057647:c715e9d6-cd5b-4181-aa36-557a8dafdceb,1596542057647:eafcc2fa-02b2-4996-b30c-017df71ce7f7
46886,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","pushInput == ""class java.lang.Float""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""","pushInput_p == ""none""",No,1596542057630:cb10ed7f-f1ee-421e-a436-8a8c5d12221e,1596542057630:ffe11d80-ce26-463d-b6a6-bd2968b4fa35
47041,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Byte""",No,1596542057628:9bce3cd6-1209-4289-9ea0-d33c7d4027ed,1596542057628:7f8f5398-eacc-4ff6-8866-78ff8eb15728
48456,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.String""",No,1596542057615:9d5dcbab-f485-4403-876c-7a35f0cfb2da,1596542057615:305a2ec1-a5ad-4e3f-9e94-b7be1bb3275b
50054,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Long""",No,1596542057600:58999747-d168-42f9-a9f9-1269557b6656,1596542057600:8f2a1d60-88d8-40de-9b87-411f48022b45
50927,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""pop""","pushInput_p == ""none""",No,1596542057591:ba439279-9889-405a-af1c-8b5c0cd95439,1596542057591:506aa2f1-5458-4f8b-81d1-28e6facf4e23
52081,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","pushInput == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Class""",No,1596542057580:9c2cdc25-fc64-4935-a01c-8b67ea7ddadd,1596542057581:af7235b3-983f-413d-8c58-58e50ebeff56
53222,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""","pushInput == ""class java.lang.Long""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Float""",No,1596542057570:21a33f2e-5250-417e-b11b-3b54bc6cc1b7,1596542057570:7ddac29d-9b63-488a-9bf0-5c1e6fcde1ce
54361,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Long""",No,1596542057555:dd10ec13-647e-4469-bf6f-975aa23bc2d5,1596542057555:222ee11f-0750-4c93-a105-cc2379c76a6b
63919,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""","pushInput_p == ""class experiment.drivers.AlejaStackTestDriver""",No,1596542057459:93fb1299-2c4a-4666-92db-b90333f7d90e,1596542057459:4f3b5a09-fa54-461b-8258-3dfaefe7d484
65695,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""","pushInput == ""none""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Object""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Object""",No,1596542057441:146e8a43-d819-43b4-9226-76a3b26dca91,1596542057441:1599351f-8187-4541-a2e5-9cac741910e9
65754,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","pushInput == ""class java.lang.Float""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Class""",No,1596542057441:0e97379a-cd2b-475c-b8ca-36b5d37d7264,1596542057441:bf3db8fd-7b05-49ed-855b-7cd505d06faa
66517,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""","pushInput_p == ""none""",No,1596542057432:5d0233c7-ad8a-451a-be9e-2ee2dcaf870a,1596542057432:86e5937a-9ed5-4a2c-9db5-54cb16b5d322
66878,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""","pushInput_p == ""class experiment.drivers.AlejaStackTestDriver""",No,1596542057426:912046b6-67f7-49a1-a996-346c0a0f5ecb,1596542057426:82a89bd3-f2ea-4a68-8b7c-b012305ce933
67854,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""","pushInput_p == ""class java.lang.Float""",No,1596542057410:023eb44e-ce5b-44aa-928f-d9cbdc43cf88,1596542057410:9c848e3a-dfa1-4e8b-921d-bc469fc89b0b
68075,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""","pushInput == ""class java.lang.Byte""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","calledMethod_p == ""clear""","pushInput_p == ""none""",No,1596542057406:4d14f61e-3369-4738-ab32-e7b66936568d,1596542057406:48380ab2-7265-486b-a00b-3776c1292e3d
